stop_date,stop_time,driver_gender,driver_age,driver_race,violation,search_conducted,stop_outcome,is_arrested,stop_duration,drugs_related_stop
1062006,0.041666667,1,29,5,6,0,3,0,15,0
1062006,0.052083333,1,66,1,6,0,3,0,15,0
1062006,0.056944444,1,36,5,6,0,1,1,30,0
1062006,0.056944444,0,0,0,0,0,0,0,0,0
1062006,0.072916667,1,22,2,6,0,3,0,15,0
1062006,0.097222222,1,57,5,6,0,3,0,15,0
1062006,0.104861111,1,21,3,6,0,3,0,15,0
1062006,0.111111111,0,23,5,4,0,3,0,30,0
1062006,0.267361111,0,20,5,6,0,3,0,15,0
1062006,0.291666667,0,57,5,2,0,3,0,15,0
1062006,0.319444444,1,20,5,6,0,3,0,15,0
1062006,0.357638889,1,40,5,1,0,3,0,15,0
1062006,0.357638889,1,46,5,6,0,3,0,15,0
1062006,0.381944444,1,20,5,4,0,3,0,15,0
1062006,0.420138889,1,42,3,6,0,3,0,15,0
1062006,0.475694444,1,28,5,6,0,3,0,30,0
1062006,0.482638889,1,21,5,6,0,3,0,30,0
1062006,0.496527778,0,18,5,6,0,3,0,30,0
1062006,0.534722222,1,34,5,6,0,3,0,15,0
1062006,0.572916667,1,50,5,2,0,3,0,15,0
1062006,0.58125,1,50,5,6,0,3,0,15,0
1062006,0.586805556,1,43,5,6,0,3,0,30,0
1062006,0.628472222,1,26,5,6,0,3,0,15,0
1062006,0.635416667,1,59,5,3,0,5,0,15,0
1062006,0.635416667,1,36,1,2,0,3,0,15,0
1062006,0.659722222,1,23,5,1,0,3,0,30,0
1062006,0.661805556,1,44,2,1,1,1,1,45,0
1062006,0.661805556,0,0,0,0,0,0,0,0,0
1062006,0.676388889,1,19,5,1,0,6,0,15,0
1062006,0.715277778,0,48,5,2,0,3,0,15,0
1062006,0.804861111,1,55,5,6,0,3,0,15,0
1062006,0.868055556,1,19,5,4,0,3,0,15,0
1062006,0.888888889,0,52,5,6,0,3,0,15,0
1062006,0.920138889,1,23,2,1,0,3,0,30,0
1062006,0.96875,1,38,5,6,0,3,0,15,0
1062006,0.986111111,1,41,5,6,0,3,0,15,0
1072006,0.03125,0,23,5,6,0,3,0,15,0
1072006,0.065972222,1,19,5,6,0,3,0,15,0
1072006,0.069444444,0,29,5,6,0,3,0,15,0
1072006,0.083333333,0,35,5,6,1,3,0,30,0
1072006,0.097222222,1,25,5,6,0,3,0,15,0
1072006,0.15625,1,47,5,6,0,3,0,15,0
1072006,0.357638889,1,33,5,6,0,3,0,15,0
1072006,0.378472222,0,35,5,6,0,3,0,15,0
1072006,0.439583333,1,28,5,2,0,3,0,15,0
1072006,0.465277778,0,23,4,1,0,3,0,15,0
1072006,0.468055556,0,36,5,6,0,3,0,15,0
1072006,0.486111111,1,23,5,6,0,3,0,30,0
1072006,0.493055556,1,30,2,6,0,3,0,15,0
1072006,0.527777778,0,60,5,6,0,3,0,15,0
1072006,0.569444444,0,45,5,6,0,3,0,30,0
1072006,0.576388889,0,36,5,6,0,3,0,30,0
1072006,0.576388889,1,25,5,6,0,3,0,15,0
1072006,0.604166667,1,30,5,6,0,3,0,30,0
1072006,0.618055556,1,35,5,6,0,3,0,30,0
1072006,0.618055556,1,19,5,6,0,3,0,15,0
1072006,0.636805556,1,30,5,6,0,3,0,15,0
1072006,0.951388889,1,18,2,6,0,1,1,30,0
1072006,0.972222222,1,51,5,2,0,3,0,45,0
1072006,0.972222222,0,46,5,6,0,3,0,15,0
1082006,0.010416667,1,24,1,6,0,3,0,15,0
1082006,0.034722222,1,35,5,6,0,3,0,15,0
1082006,0.052083333,1,30,5,6,0,3,0,15,0
1082006,0.0625,1,25,3,6,0,3,0,15,0
1082006,0.076388889,0,0,0,0,0,0,0,0,0
1082006,0.090277778,0,20,5,2,0,3,0,15,0
1082006,0.277777778,1,25,5,6,0,3,0,15,0
1082006,0.357638889,1,54,5,3,0,5,0,15,0
1082006,0.361111111,1,44,5,6,0,3,0,15,0
1082006,0.368055556,1,43,5,6,0,3,0,15,0
1082006,0.392361111,1,38,5,6,0,3,0,15,0
1082006,0.427083333,0,30,5,6,0,3,0,15,0
1082006,0.5625,0,19,5,6,0,3,0,15,0
1082006,0.614583333,1,41,5,6,0,3,0,15,0
1082006,0.634027778,1,42,5,6,0,3,0,15,0
1082006,0.638888889,0,30,5,2,0,3,0,15,0
1082006,0.791666667,1,33,5,6,0,3,0,15,0
1082006,0.849305556,0,24,5,6,0,3,0,15,0
1082006,0.861111111,1,21,5,6,0,3,0,15,0
1082006,0.861111111,1,33,5,6,0,3,0,15,0
1082006,0.925694444,1,32,2,6,0,3,0,15,0
1082006,0.925694444,1,32,2,6,0,3,0,15,0
1082006,0.974305556,1,36,2,6,0,3,0,15,0
1092006,0.00625,1,29,2,6,0,3,0,15,0
1092006,0.013888889,1,38,5,6,0,3,0,15,0
1092006,0.100694444,1,24,5,6,0,3,0,15,0
1092006,0.298611111,1,30,5,2,0,3,0,15,0
1092006,0.336805556,1,33,5,6,0,3,0,15,0
1092006,0.340277778,0,34,5,6,0,3,0,15,0
1092006,0.350694444,1,38,5,4,0,1,1,30,0
1092006,0.350694444,0,43,5,6,0,3,0,15,0
1092006,0.361111111,1,58,5,6,0,3,0,15,0
1092006,0.364583333,1,48,5,6,0,3,0,15,0
1092006,0.378472222,1,26,5,6,0,3,0,15,0
1092006,0.381944444,1,60,5,6,0,3,0,15,0
1092006,0.388888889,1,24,5,6,0,3,0,15,0
1092006,0.402777778,1,52,5,6,0,3,0,15,0
1092006,0.411805556,0,28,5,6,0,3,0,15,0
1092006,0.416666667,0,24,5,6,0,3,0,15,0
1092006,0.423611111,0,22,5,6,0,3,0,15,0
1092006,0.423611111,1,47,5,6,0,3,0,15,0
1092006,0.430555556,0,20,5,6,0,3,0,15,0
1092006,0.45,1,52,5,6,0,3,0,15,0
1092006,0.461805556,0,51,5,6,0,3,0,15,0
1092006,0.465277778,0,55,5,6,0,3,0,15,0
1092006,0.489583333,1,54,5,6,0,3,0,15,0
1092006,0.503472222,0,0,0,0,0,0,0,0,0
1092006,0.541666667,1,27,5,6,0,3,0,15,0
1092006,0.571527778,1,24,5,6,0,3,0,15,0
1092006,0.625,1,21,2,2,0,3,0,15,0
1092006,0.694444444,1,41,5,6,0,3,0,15,0
1092006,0.775,0,30,5,2,0,3,0,15,0
1092006,0.833333333,1,19,2,1,0,1,1,30,0
1092006,0.957638889,1,22,2,6,0,3,0,15,0
1092006,0.965277778,0,21,5,6,0,3,0,15,0
1092006,0.970833333,1,22,5,6,0,3,0,15,0
1092006,0.989583333,1,40,1,6,0,3,0,15,0
10102006,0,1,31,2,6,0,3,0,15,0
10102006,0.010416667,1,22,5,6,0,3,0,15,0
10102006,0.013888889,0,57,5,6,0,3,0,15,0
10102006,0.020833333,1,32,1,6,0,3,0,15,0
10102006,0.041666667,0,21,5,6,0,3,0,15,0
10102006,0.0625,1,51,5,6,0,3,0,15,0
10102006,0.079861111,1,19,5,6,0,3,0,15,0
10102006,0.284027778,1,19,5,6,0,3,0,15,0
10102006,0.297222222,1,33,5,6,0,3,0,15,0
10102006,0.306944444,0,24,5,6,0,3,0,15,0
10102006,0.31875,0,0,0,0,0,0,0,0,0
10102006,0.319444444,0,43,5,6,0,3,0,15,0
10102006,0.340277778,0,37,5,2,0,3,0,15,0
10102006,0.378472222,1,28,5,6,0,3,0,15,0
10102006,0.381944444,0,29,2,4,0,3,0,15,0
10102006,0.409722222,1,34,5,6,0,3,0,15,0
10102006,0.428472222,1,43,5,6,0,3,0,15,0
10102006,0.430555556,0,22,5,6,0,3,0,15,0
10102006,0.440972222,0,20,5,6,0,3,0,15,0
10102006,0.45,1,57,5,6,0,3,0,15,0
10102006,0.454861111,0,37,5,6,0,3,0,15,0
10102006,0.48125,1,34,5,6,0,3,0,15,0
10102006,0.490972222,1,29,5,6,0,3,0,15,0
10102006,0.503472222,1,23,5,6,0,3,0,15,0
10102006,0.579861111,1,32,5,6,0,3,0,15,0
10102006,0.6,1,51,5,6,0,3,0,15,0
10102006,0.614583333,0,61,5,6,0,3,0,15,0
10102006,0.625,0,65,5,6,0,3,0,15,0
10102006,0.673611111,1,22,5,6,0,3,0,15,0
10102006,0.708333333,1,55,5,6,0,3,0,15,0
10102006,0.715277778,0,22,5,6,0,3,0,15,0
10102006,0.715277778,1,51,5,6,0,3,0,15,0
10102006,0.770833333,1,19,5,6,0,3,0,15,0
10102006,0.854166667,1,39,5,6,0,3,0,15,0
10102006,0.954861111,1,27,5,4,1,1,1,45,1
10112006,0.034722222,0,19,5,6,0,3,0,15,0
10112006,0.041666667,0,21,5,6,0,3,0,15,0
10112006,0.0625,1,19,5,4,0,3,0,15,0
10112006,0.347222222,1,45,5,6,0,3,0,30,0
10112006,0.368055556,0,24,5,6,0,3,0,15,0
10112006,0.391666667,0,0,0,0,0,0,0,0,0
10112006,0.454861111,1,0,5,2,0,3,0,15,0
10112006,0.479166667,0,19,5,6,0,3,0,30,0
10112006,0.482638889,1,37,5,6,0,3,0,15,0
10112006,0.5875,1,29,5,6,0,3,0,15,0
10112006,0.621527778,1,25,2,6,0,3,0,15,0
10112006,0.802777778,0,31,5,6,0,3,0,15,0
10112006,0.850694444,0,16,5,6,0,3,0,15,0
10112006,0.90625,0,24,5,6,0,3,0,15,0
10112006,0.916666667,1,46,5,6,0,3,0,15,0
10112006,0.930555556,1,48,5,2,0,3,0,15,0
10112006,0.99375,0,20,5,2,0,3,0,30,0
10122006,0.006944444,1,19,2,1,0,4,0,15,0
10122006,0.03125,0,52,2,1,0,4,0,15,0
10122006,0.055555556,0,21,5,3,0,3,0,45,0
10122006,0.277777778,1,31,2,6,0,3,0,15,0
10122006,0.284722222,1,48,5,6,0,3,0,15,0
10122006,0.40625,1,44,5,6,0,3,0,30,0
10122006,0.414583333,1,28,5,6,0,1,1,45,0
10122006,0.479166667,1,22,2,2,0,3,0,15,0
10122006,0.479166667,1,20,5,6,0,3,0,30,0
10122006,0.479166667,1,18,2,6,0,3,0,15,0
10122006,0.5,1,32,2,4,0,3,0,30,0
10122006,0.510416667,0,59,5,6,0,3,0,15,0
10122006,0.534722222,1,52,5,6,0,3,0,15,0
10122006,0.545138889,0,26,5,6,0,3,0,15,0
10122006,0.572916667,0,55,5,6,0,3,0,15,0
10122006,0.614583333,1,47,5,1,0,3,0,30,0
10122006,0.620138889,0,50,5,6,0,3,0,15,0
10122006,0.632638889,1,31,5,1,0,1,1,45,0
10122006,0.632638889,0,0,0,0,0,0,0,0,0
10122006,0.642361111,1,20,3,6,0,3,0,15,0
10122006,0.670138889,0,45,5,1,0,4,0,15,0
10122006,0.711805556,1,25,5,6,0,1,1,30,0
10122006,0.75,1,20,5,6,0,3,0,30,0
10122006,0.770833333,0,30,5,6,0,3,0,30,0
10122006,0.840277778,1,26,2,6,1,3,0,45,0
10122006,0.840277778,1,19,5,6,0,3,0,15,0
10122006,0.84375,0,20,5,6,0,3,0,15,0
10122006,0.847222222,1,33,5,6,0,3,0,15,0
10122006,0.850694444,1,26,2,6,0,3,0,15,0
10122006,0.861111111,1,35,5,6,0,3,0,15,0
10122006,0.868055556,1,38,5,6,0,3,0,15,0
10122006,0.875,1,33,1,6,0,3,0,15,0
10122006,0.875,1,45,5,6,0,3,0,15,0
10122006,0.881944444,1,22,2,6,0,3,0,15,0
10122006,0.960416667,0,17,3,6,0,3,0,15,0
10122006,0.96875,0,31,5,6,0,3,0,15,0
10122006,0.979166667,1,26,2,6,0,3,0,15,0
10122006,0.993055556,0,21,5,6,0,3,0,15,0
10132006,0.006944444,1,23,5,6,0,3,0,15,0
10132006,0.041666667,0,18,5,6,0,3,0,15,0
10132006,0.04375,1,21,5,6,0,3,0,15,0
10132006,0.055555556,1,36,5,2,0,3,0,15,0
10132006,0.0625,1,23,5,6,0,3,0,15,0
10132006,0.083333333,1,40,5,6,0,3,0,15,0
10132006,0.114583333,0,22,2,6,0,3,0,15,0
10132006,0.138888889,1,32,5,2,1,1,1,45,1
10132006,0.302777778,1,24,2,6,0,3,0,15,0
10132006,0.322916667,0,0,0,0,0,0,0,0,0
10132006,0.333333333,1,70,5,2,0,3,0,15,0
10132006,0.361111111,1,37,5,6,0,3,0,15,0
10132006,0.368055556,0,22,5,6,0,3,0,15,0
10132006,0.385416667,0,23,5,6,0,3,0,15,0
10132006,0.388888889,1,30,5,6,0,3,0,30,0
10132006,0.423611111,1,22,5,6,0,3,0,15,0
10132006,0.486111111,1,16,2,1,0,3,0,15,0
10132006,0.496527778,1,23,5,1,0,3,0,15,0
10132006,0.503472222,0,21,5,6,0,3,0,15,0
10132006,0.649305556,1,38,2,4,0,3,0,15,0
10132006,0.708333333,1,22,5,6,0,3,0,15,0
10132006,0.722222222,1,18,5,1,0,3,0,30,0
10132006,0.8125,0,0,0,0,0,0,0,0,0
10132006,0.840277778,1,16,3,3,0,3,0,45,0
10132006,0.861111111,1,30,2,6,0,3,0,30,0
10132006,0.871527778,1,31,5,6,0,3,0,15,0
10132006,0.875,1,27,5,6,0,3,0,15,0
10132006,0.989583333,1,39,5,6,1,1,1,30,0
10132006,0.989583333,0,0,0,0,0,0,0,0,0
10142006,0.020833333,0,30,5,6,0,3,0,15,0
10142006,0.041666667,1,17,5,2,0,3,0,45,0
10142006,0.045138889,1,37,5,6,0,3,0,15,0
10142006,0.0625,1,32,5,6,0,3,0,15,0
10142006,0.097222222,1,36,5,6,0,3,0,15,0
10142006,0.135416667,1,34,5,6,0,3,0,15,0
10142006,0.302083333,1,20,2,6,0,3,0,15,0
10142006,0.354166667,0,31,5,6,0,3,0,15,0
10142006,0.354166667,0,25,5,6,0,3,0,15,0
10142006,0.354166667,0,25,5,6,0,3,0,15,0
10142006,0.388888889,0,41,5,6,0,3,0,15,0
10142006,0.395833333,1,47,5,6,0,3,0,15,0
10142006,0.411805556,0,19,5,6,0,3,0,15,0
10142006,0.423611111,1,56,5,6,0,3,0,15,0
10142006,0.4375,1,22,5,6,0,3,0,15,0
10142006,0.449305556,0,56,5,6,0,3,0,15,0
10142006,0.454861111,1,24,1,6,0,3,0,15,0
10142006,0.454861111,1,38,5,6,0,3,0,15,0
10142006,0.458333333,0,33,5,6,0,3,0,15,0
10142006,0.469444444,0,33,5,6,0,3,0,15,0
10142006,0.477083333,1,19,5,6,0,3,0,30,0
10142006,0.479166667,1,20,5,6,0,3,0,15,0
10142006,0.517361111,1,32,5,6,0,3,0,15,0
10142006,0.552083333,1,60,5,2,0,3,0,15,0
10142006,0.552083333,1,45,5,6,0,3,0,15,0
10142006,0.591666667,0,19,5,6,0,3,0,15,0
10142006,0.618055556,0,25,5,6,0,3,0,15,0
10142006,0.625,1,22,5,6,0,3,0,15,0
10142006,0.635416667,1,28,5,6,0,3,0,15,0
10142006,0.645833333,1,41,5,6,0,3,0,15,0
10142006,0.680555556,1,26,1,6,0,3,0,15,0
10142006,0.684722222,1,28,3,6,1,1,1,45,0
10142006,0.704861111,1,31,5,6,0,3,0,15,0
10142006,0.722222222,1,36,5,6,0,3,0,15,0
10142006,0.7375,0,0,0,0,0,0,0,0,0
10142006,0.798611111,1,49,5,6,0,3,0,15,0
10142006,0.8125,0,43,5,6,0,3,0,15,0
10142006,0.813888889,1,25,5,2,0,3,0,15,0
10142006,0.819444444,1,45,5,6,0,3,0,15,0
10142006,0.829861111,0,27,2,6,0,3,0,15,0
10142006,0.854166667,1,21,2,2,0,3,0,15,0
10142006,0.926388889,1,42,5,2,0,3,0,15,0
10142006,0.947916667,1,43,5,2,0,3,0,15,0
10142006,0.955555556,1,32,5,2,0,3,0,15,0
10142006,0.982638889,1,40,5,6,0,3,0,30,0
10142006,0.996527778,1,44,5,6,0,3,0,15,0
10152006,0.010416667,0,19,5,6,0,3,0,15,0
10152006,0.020833333,0,30,5,6,0,3,0,15,0
10152006,0.048611111,1,26,5,6,0,3,0,15,0
10152006,0.052083333,1,35,2,6,0,3,0,15,0
10152006,0.121527778,1,25,5,6,0,3,0,15,0
10152006,0.129166667,1,20,5,3,0,3,0,15,0
10152006,0.34375,0,0,0,0,0,0,0,0,0
10152006,0.361111111,0,29,5,6,0,3,0,15,0
10152006,0.416666667,0,36,5,6,0,3,0,15,0
10152006,0.430555556,1,28,5,6,0,3,0,15,0
10152006,0.4375,0,50,5,6,0,3,0,15,0
10152006,0.458333333,0,17,5,6,0,3,0,15,0
10152006,0.463194444,0,27,5,6,0,3,0,15,0
10152006,0.479166667,0,32,5,6,0,3,0,15,0
10152006,0.5,0,38,5,6,0,3,0,15,0
10152006,0.520833333,1,18,5,6,0,3,0,15,0
10152006,0.538194444,0,21,2,6,0,3,0,15,0
10152006,0.555555556,1,21,5,6,0,3,0,15,0
10152006,0.583333333,0,29,5,6,0,3,0,15,0
10152006,0.597222222,1,22,5,6,0,3,0,15,0
10152006,0.607638889,0,0,0,0,0,0,0,0,0
10152006,0.607638889,1,57,5,6,0,3,0,15,0
10152006,0.65625,0,37,5,6,0,3,0,15,0
10152006,0.670138889,1,20,5,6,0,3,0,15,0
10152006,0.690972222,0,49,5,6,0,3,0,15,0
10152006,0.767361111,1,19,5,6,0,3,0,15,0
10152006,0.809027778,0,39,5,3,0,3,0,15,0
10152006,0.809027778,0,0,0,0,0,0,0,0,0
10152006,0.826388889,1,31,5,6,0,3,0,15,0
10152006,0.930555556,1,51,5,6,0,3,0,15,0
10152006,0.958333333,1,38,5,6,0,3,0,15,0
10152006,0.965277778,1,44,5,6,0,3,0,15,0
10152006,0.989583333,0,28,5,6,0,3,0,15,0
10152006,0.993055556,1,25,5,6,0,3,0,15,0
10162006,0.034722222,1,23,1,6,0,3,0,30,0
10162006,0.121527778,1,26,1,6,0,3,0,15,0
10162006,0.127777778,0,36,5,6,0,3,0,15,0
10162006,0.347222222,1,18,5,2,0,3,0,15,0
10162006,0.357638889,1,43,5,2,0,3,0,15,0
10162006,0.371527778,1,48,2,6,0,3,0,15,0
10162006,0.371527778,1,53,2,6,0,3,0,15,0
10162006,0.375,1,23,2,6,0,3,0,15,0
10162006,0.447916667,1,45,5,6,0,3,0,15,0
10162006,0.465277778,0,45,5,6,0,3,0,15,0
10162006,0.486111111,1,44,2,2,0,6,0,30,0
10162006,0.53125,1,31,5,6,0,3,0,15,0
10162006,0.552083333,0,54,5,6,0,3,0,15,0
10162006,0.560416667,1,22,5,2,0,3,0,15,0
10162006,0.589583333,1,27,2,6,0,1,1,30,0
10162006,0.590277778,0,0,0,0,0,0,0,0,0
10162006,0.625,0,21,2,1,0,3,0,15,0
10162006,0.638888889,1,22,2,1,0,3,0,15,0
10162006,0.825694444,0,18,2,6,0,3,0,15,0
10162006,0.838194444,1,53,5,6,0,3,0,15,0
10162006,0.951388889,1,19,5,3,1,3,0,30,0
10162006,0.96875,0,35,5,6,0,3,0,15,0
10162006,0.994444444,1,52,2,6,0,3,0,15,0
10172006,0.003472222,1,24,1,6,0,3,0,15,0
10172006,0.010416667,1,33,5,6,0,3,0,15,0
10172006,0.03125,0,19,5,6,0,3,0,30,0
10172006,0.045138889,1,20,5,6,0,3,0,30,0
10172006,0.077777778,1,19,5,6,0,3,0,15,0
10172006,0.277777778,1,37,5,6,0,3,0,15,0
10172006,0.371527778,0,43,5,6,0,3,0,15,0
10172006,0.391666667,0,61,5,6,0,3,0,15,0
10172006,0.392361111,0,72,5,6,0,3,0,30,0
10172006,0.395833333,1,23,5,2,1,1,1,30,0
10172006,0.404861111,1,36,5,6,0,3,0,15,0
10172006,0.409722222,0,39,1,6,0,3,0,15,0
10172006,0.482638889,0,20,5,6,0,3,0,30,0
10172006,0.66875,1,19,5,3,0,3,0,45,0
10172006,0.951388889,1,21,5,2,0,3,0,15,0
10172006,0.958333333,1,19,2,6,0,3,0,15,0
10172006,0.979166667,1,46,2,6,0,3,0,15,0
10172006,0.993055556,1,34,5,2,0,1,1,15,0
10182006,0,1,52,5,6,0,3,0,15,0
10182006,0.052083333,0,0,0,0,0,0,0,0,0
10182006,0.072916667,1,39,1,6,0,3,0,15,0
10182006,0.090277778,0,19,5,1,1,2,1,30,0
10182006,0.291666667,1,35,3,6,0,3,0,15,0
10182006,0.302083333,1,39,5,6,0,3,0,15,0
10182006,0.34375,1,55,5,6,0,3,0,15,0
10182006,0.354166667,1,53,5,2,0,3,0,15,0
10182006,0.354166667,0,30,5,2,0,3,0,15,0
10182006,0.390277778,1,51,5,6,0,3,0,15,0
10182006,0.406944444,0,43,5,6,0,3,0,15,0
10182006,0.46875,1,61,5,6,0,3,0,30,0
10182006,0.5,0,0,0,0,0,0,0,0,0
10182006,0.513194444,0,0,0,0,0,0,0,0,0
10182006,0.545138889,1,44,5,2,0,3,0,15,0
10182006,0.576388889,0,19,5,6,0,3,0,15,0
10182006,0.583333333,0,50,5,4,0,3,0,45,0
10182006,0.590277778,0,20,5,6,0,3,0,15,0
10182006,0.590277778,0,19,5,6,0,3,0,15,0
10182006,0.590277778,1,49,5,6,0,3,0,15,0
10182006,0.611111111,1,58,5,6,0,3,0,15,0
10182006,0.638888889,0,26,5,6,0,3,0,15,0
10182006,0.663194444,1,34,5,6,0,3,0,15,0
10182006,0.861111111,1,21,5,6,0,3,0,15,0
10182006,0.923611111,0,23,5,6,0,3,0,15,0
10182006,0.958333333,0,49,2,4,0,3,0,15,0
10182006,0.958333333,1,37,5,6,0,3,0,15,0
10182006,0.961805556,1,25,5,6,0,3,0,15,0
10182006,0.965277778,0,22,5,6,0,3,0,15,0
10182006,0.986111111,1,20,5,6,0,3,0,15,0
10192006,0,0,50,5,6,0,3,0,15,0
10192006,0.020833333,0,46,2,6,0,3,0,15,0
10192006,0.021527778,0,0,0,0,0,0,0,0,0
10192006,0.027777778,1,42,1,6,0,3,0,15,0
10192006,0.03125,1,19,5,6,0,3,0,15,0
10192006,0.052083333,1,45,5,6,0,3,0,15,0
10192006,0.067361111,1,16,5,2,0,3,0,30,0
10192006,0.069444444,1,22,2,2,0,3,0,15,0
10192006,0.072916667,1,25,5,6,0,3,0,15,0
10192006,0.114583333,1,33,2,6,1,1,1,30,0
10192006,0.277777778,1,63,5,6,0,3,0,15,0
10192006,0.277777778,1,37,5,6,0,3,0,15,0
10192006,0.291666667,1,41,2,6,0,3,0,15,0
10192006,0.364583333,1,48,5,6,0,3,0,15,0
10192006,0.368055556,1,27,5,6,0,3,0,15,0
10192006,0.378472222,1,51,1,6,0,3,0,15,0
10192006,0.381944444,1,23,2,6,0,3,0,15,0
10192006,0.395833333,1,22,5,6,0,3,0,15,0
10192006,0.416666667,1,33,3,4,1,1,1,45,0
10192006,0.427083333,1,71,5,6,0,3,0,15,0
10192006,0.434027778,1,29,5,6,0,3,0,15,0
10192006,0.4375,1,18,5,6,0,3,0,15,0
10192006,0.454861111,1,26,2,6,1,1,1,45,1
10192006,0.454861111,1,26,2,6,0,3,0,30,0
10192006,0.461805556,0,21,5,4,0,3,0,15,0
10192006,0.563194444,1,38,5,6,0,3,0,15,0
10192006,0.586805556,0,20,5,6,0,3,0,15,0
10192006,0.597222222,0,24,5,6,0,3,0,15,0
10192006,0.604166667,0,38,5,6,0,3,0,15,0
10192006,0.611111111,1,28,5,6,0,3,0,15,0
10192006,0.618055556,0,22,5,6,0,3,0,15,0
10192006,0.631944444,0,27,5,1,0,3,0,15,0
10192006,0.635416667,0,22,5,6,0,3,0,15,0
10192006,0.645833333,1,25,5,6,0,3,0,15,0
10192006,0.647222222,1,34,1,6,0,3,0,15,0
10192006,0.709027778,1,57,5,6,0,1,1,45,0
10192006,0.744444444,1,61,5,2,0,3,0,15,0
10192006,0.84375,0,18,5,6,0,3,0,15,0
10192006,0.864583333,0,40,5,2,0,3,0,45,0
10192006,0.9375,0,25,5,6,0,3,0,15,0
10192006,0.972222222,1,48,5,2,0,3,0,15,0
10192006,0.988194444,1,40,5,6,0,3,0,15,0
10202006,0.010416667,1,46,5,2,0,1,1,45,0
10202006,0.027777778,1,29,5,6,0,3,0,15,0
10202006,0.041666667,1,31,5,6,0,3,0,15,0
10202006,0.284722222,0,33,5,6,0,3,0,15,0
10202006,0.302083333,1,44,5,2,0,3,0,15,0
10202006,0.438194444,1,33,5,6,0,3,0,15,0
10202006,0.444444444,1,28,5,6,0,3,0,15,0
10202006,0.451388889,1,41,5,6,0,3,0,15,0
10202006,0.458333333,0,21,5,6,0,3,0,15,0
10202006,0.557638889,1,28,5,3,0,5,0,15,0
10202006,0.59375,1,20,5,2,0,3,0,15,0
10202006,0.600694444,1,55,5,6,1,1,1,30,0
10202006,0.604166667,1,18,5,6,0,3,0,15,0
10202006,0.833333333,1,37,5,2,0,3,0,15,0
10202006,0.855555556,1,22,5,6,0,3,0,15,0
10202006,0.864583333,1,42,5,6,0,3,0,15,0
10202006,0.881944444,1,18,5,2,0,3,0,15,0
10202006,0.964583333,1,33,2,6,0,3,0,15,0
10202006,0.972222222,1,43,2,6,0,3,0,15,0
10202006,0.986111111,1,46,5,6,0,3,0,15,0
10212006,0.013194444,0,0,0,0,0,0,0,0,0
10212006,0.016666667,1,45,5,6,1,3,0,15,0
10212006,0.040277778,1,24,5,6,0,3,0,15,0
10212006,0.047222222,0,24,5,6,0,3,0,30,0
10212006,0.071527778,1,31,5,6,0,3,0,15,0
10212006,0.107638889,1,22,5,6,1,3,0,30,0
10212006,0.111111111,0,20,5,6,0,3,0,15,0
10212006,0.122916667,1,25,5,6,0,3,0,15,0
10212006,0.284027778,1,23,1,6,0,3,0,15,0
10212006,0.317361111,1,20,5,6,0,3,0,15,0
10212006,0.366666667,0,59,1,3,0,5,0,15,0
10212006,0.388888889,1,51,2,6,0,6,0,15,0
10212006,0.402777778,1,19,5,6,0,3,0,15,0
10212006,0.423611111,1,48,2,6,0,3,0,15,0
10212006,0.438888889,0,32,5,6,0,3,0,15,0
10212006,0.465277778,1,32,5,3,0,5,0,30,0
10212006,0.46875,0,21,5,6,0,3,0,15,0
10212006,0.479166667,1,24,5,6,0,3,0,15,0
10212006,0.484027778,1,43,2,2,0,3,0,15,0
10212006,0.520833333,1,56,5,6,0,3,0,15,0
10212006,0.561805556,0,22,5,6,0,3,0,15,0
10212006,0.579166667,1,47,5,2,1,1,1,30,0
10212006,0.583333333,1,18,5,6,0,3,0,15,0
10212006,0.586805556,1,34,5,6,0,3,0,15,0
10212006,0.588194444,1,18,5,6,0,3,0,15,0
10212006,0.590277778,0,38,5,6,0,3,0,15,0
10212006,0.607638889,0,22,5,6,0,3,0,15,0
10212006,0.611111111,0,23,4,6,0,3,0,15,0
10212006,0.711805556,0,0,0,0,0,0,0,0,0
10212006,0.836111111,1,27,5,2,0,3,0,15,0
10212006,0.947916667,1,49,5,6,0,3,0,15,0
10212006,0.965277778,0,36,5,6,0,3,0,30,0
10212006,0.993055556,1,49,5,6,0,3,0,15,0
10222006,0.020833333,1,30,5,6,0,3,0,15,0
10222006,0.039583333,1,23,5,6,0,3,0,30,0
10222006,0.041666667,1,42,5,6,0,3,0,30,0
10222006,0.048611111,1,23,2,2,0,3,0,15,0
10222006,0.052083333,0,23,2,6,0,3,0,15,0
10222006,0.055555556,1,26,5,6,0,3,0,15,0
10222006,0.076388889,1,18,5,6,0,3,0,15,0
10222006,0.145833333,1,45,5,6,0,3,0,15,0
10222006,0.291666667,0,19,5,4,0,1,1,45,0
10222006,0.291666667,1,21,5,4,1,1,1,45,0
10222006,0.346527778,1,57,5,6,0,3,0,15,0
10222006,0.354166667,0,40,1,6,0,3,0,15,0
10222006,0.378472222,1,48,5,6,0,3,0,15,0
10222006,0.423611111,1,41,5,6,0,3,0,15,0
10222006,0.4375,0,34,5,6,0,3,0,15,0
10222006,0.446527778,1,29,1,6,0,3,0,15,0
10222006,0.451388889,1,28,5,6,0,3,0,15,0
10222006,0.458333333,1,31,5,6,0,3,0,15,0
